event_type,player_positions,time,start,distance,angle,pressure,outcome
,"{'home': {'GK': (5.0, 40.0), 'LCB': (30.1, 39.3), 'RCB': (29.7, 40.9), 'LB': (29.3, 13.3), 'RB': (29.0, 65.2), 'LCM': (50.0, 29.8), 'RCM': (46.0, 46.2), 'CDM': (44.1, 38.4), 'LW': (66.4, 18.3), 'ST': (80.0, 40.0), 'RW': (66.0, 62.9)}, 'away': {'GK': (115.0, 40.0), 'LCB': (96.3, 36.5), 'RCB': (102.2, 39.7), 'LB': (91.1, 14.3), 'RB': (92.2, 64.7), 'LCM': (69.1, 31.0), 'RCM': (69.0, 46.9), 'CDM': (73.8, 40.1), 'LW': (55.0, 15.0), 'ST': (50.0, 40.0), 'RW': (55.0, 65.0)}}",2.0,"(66.4, 18.3)",66.4,18.3,0.0,goal
,"{'home': {'GK': (5.0, 40.0), 'LCB': (30.6, 39.4), 'RCB': (27.4, 39.2), 'LB': (19.0, 41.1), 'RB': (23.0, 51.3), 'LCM': (24.4, 37.8), 'RCM': (20.9, 46.0), 'CDM': (24.7, 38.7), 'LW': (65.0, 15.0), 'ST': (70.0, 40.0), 'RW': (65.0, 65.0)}, 'away': {'GK': (115.0, 40.0), 'LCB': (90.0, 40.0), 'RCB': (90.0, 40.0), 'LB': (85.0, 15.0), 'RB': (84.3, 65.9), 'LCM': (57.7, 44.2), 'RCM': (61.5, 45.2), 'CDM': (64.3, 49.8), 'LW': (56.6, 9.9), 'ST': (46.6, 35.3), 'RW': (57.3, 63.4)}}",20.0,"(57.7, 44.2)",57.7,44.2,0.0,miss
,"{'home': {'GK': (5.0, 40.0), 'LCB': (30.0, 41.5), 'RCB': (20.0, 41.5), 'LB': (29.9, 30.1), 'RB': (29.0, 58.0), 'LCM': (21.9, 48.8), 'RCM': (21.9, 48.8), 'CDM': (28.2, 49.6), 'LW': (65.0, 15.0), 'ST': (70.0, 40.0), 'RW': (65.0, 65.0)}, 'away': {'GK': (115.0, 40.0), 'LCB': (90.0, 40.0), 'RCB': (90.0, 40.0), 'LB': (84.3, 13.8), 'RB': (85.0, 65.0), 'LCM': (62.1, 35.7), 'RCM': (62.5, 52.8), 'CDM': (73.4, 39.6), 'LW': (54.1, 16.8), 'ST': (50.0, 40.0), 'RW': (52.7, 66.5)}}",37.0,"(62.5, 52.8)",62.5,52.8,0.0,goal
,"{'home': {'GK': (5.0, 40.0), 'LCB': (30.0, 40.0), 'RCB': (27.8, 38.8), 'LB': (30.0, 21.0), 'RB': (28.5, 50.4), 'LCM': (43.8, 31.5), 'RCM': (49.9, 51.0), 'CDM': (41.4, 31.1), 'LW': (65.4, 12.4), 'ST': (69.5, 39.7), 'RW': (65.3, 63.6)}, 'away': {'GK': (115.0, 40.0), 'LCB': (100.0, 39.9), 'RCB': (90.0, 39.9), 'LB': (82.9, 15.1), 'RB': (80.2, 60.6), 'LCM': (45.4, 30.1), 'RCM': (53.1, 40.9), 'CDM': (53.6, 35.4), 'LW': (57.3, 12.8), 'ST': (49.2, 41.8), 'RW': (55.0, 65.0)}}",33.0,"(65.3, 63.6)",65.3,63.6,0.0,miss
,"{'home': {'GK': (5.0, 40.0), 'LCB': (30.0, 40.0), 'RCB': (30.0, 40.0), 'LB': (25.2, 27.1), 'RB': (22.9, 41.4), 'LCM': (35.6, 31.0), 'RCM': (40.6, 44.2), 'CDM': (33.7, 37.8), 'LW': (65.0, 15.0), 'ST': (68.4, 35.7), 'RW': (65.0, 64.0)}, 'away': {'GK': (114.4, 42.1), 'LCB': (96.9, 40.4), 'RCB': (90.0, 40.4), 'LB': (78.3, 17.5), 'RB': (78.9, 61.4), 'LCM': (53.9, 35.8), 'RCM': (68.8, 49.2), 'CDM': (71.6, 41.7), 'LW': (55.0, 15.0), 'ST': (50.0, 40.0), 'RW': (55.0, 65.0)}}",20.0,"(68.4, 35.7)",68.4,35.7,0.33,miss
,"{'home': {'GK': (5.0, 40.0), 'LCB': (30.0, 40.0), 'RCB': (28.1, 39.1), 'LB': (32.9, 20.7), 'RB': (33.5, 49.2), 'LCM': (49.4, 37.8), 'RCM': (52.5, 45.2), 'CDM': (42.3, 38.1), 'LW': (65.0, 15.0), 'ST': (70.0, 40.0), 'RW': (65.0, 65.0)}, 'away': {'GK': (115.0, 40.0), 'LCB': (100.0, 40.0), 'RCB': (91.1, 40.5), 'LB': (79.0, 18.4), 'RB': (78.5, 61.0), 'LCM': (69.5, 30.2), 'RCM': (56.7, 49.0), 'CDM': (51.5, 37.6), 'LW': (55.0, 15.0), 'ST': (50.0, 40.0), 'RW': (55.0, 65.0)}}",27.0,"(70.0, 40.0)",70.0,40.0,0.02,goal
,"{'home': {'GK': (5.0, 40.0), 'LCB': (30.0, 40.0), 'RCB': (30.0, 40.0), 'LB': (35.0, 15.0), 'RB': (34.8, 62.6), 'LCM': (40.7, 42.7), 'RCM': (51.4, 44.7), 'CDM': (43.9, 41.7), 'LW': (63.0, 14.2), 'ST': (72.6, 40.6), 'RW': (65.0, 65.0)}, 'away': {'GK': (115.0, 40.0), 'LCB': (89.0, 38.7), 'RCB': (92.7, 39.6), 'LB': (73.3, 21.7), 'RB': (76.4, 61.1), 'LCM': (46.7, 38.5), 'RCM': (49.6, 42.9), 'CDM': (45.1, 40.4), 'LW': (55.0, 15.0), 'ST': (50.0, 40.0), 'RW': (54.6, 67.2)}}",34.0,"(72.6, 40.6)",72.6,40.6,0.0,miss
,"{'home': {'GK': (5.0, 40.0), 'LCB': (30.0, 40.0), 'RCB': (30.0, 40.0), 'LB': (35.1, 22.1), 'RB': (35.3, 58.5), 'LCM': (42.4, 41.1), 'RCM': (50.1, 51.0), 'CDM': (45.9, 44.3), 'LW': (65.0, 15.0), 'ST': (70.0, 40.0), 'RW': (66.8, 65.3)}, 'away': {'GK': (113.9, 40.5), 'LCB': (90.0, 40.0), 'RCB': (93.3, 40.1), 'LB': (79.6, 21.1), 'RB': (66.3, 51.3), 'LCM': (53.6, 44.1), 'RCM': (51.2, 42.0), 'CDM': (51.1, 37.8), 'LW': (56.6, 16.0), 'ST': (50.0, 40.0), 'RW': (57.2, 66.1)}}",38.0,"(51.1, 37.8)",51.1,37.8,0.24,miss
,"{'home': {'GK': (7.0, 38.1), 'LCB': (30.0, 41.2), 'RCB': (20.0, 41.2), 'LB': (22.2, 34.0), 'RB': (23.1, 43.3), 'LCM': (25.4, 37.7), 'RCM': (25.4, 37.7), 'CDM': (26.1, 41.0), 'LW': (64.2, 15.8), 'ST': (70.0, 40.0), 'RW': (65.0, 65.0)}, 'away': {'GK': (115.0, 40.0), 'LCB': (90.0, 40.0), 'RCB': (90.0, 40.0), 'LB': (85.0, 15.0), 'RB': (85.2, 66.4), 'LCM': (62.9, 36.0), 'RCM': (62.4, 50.6), 'CDM': (72.6, 41.5), 'LW': (51.3, 13.1), 'ST': (51.5, 37.2), 'RW': (54.4, 73.4)}}",8.0,"(62.9, 36.0)",62.9,36.0,0.18,miss
,"{'home': {'GK': (5.0, 40.0), 'LCB': (30.0, 40.0), 'RCB': (31.4, 41.2), 'LB': (27.1, 25.9), 'RB': (23.5, 52.7), 'LCM': (34.7, 45.8), 'RCM': (24.5, 52.4), 'CDM': (23.1, 50.1), 'LW': (65.0, 15.0), 'ST': (70.0, 40.0), 'RW': (65.0, 65.0)}, 'away': {'GK': (115.0, 40.0), 'LCB': (91.7, 41.0), 'RCB': (90.0, 40.0), 'LB': (84.7, 14.4), 'RB': (85.0, 65.0), 'LCM': (52.1, 50.1), 'RCM': (45.5, 46.9), 'CDM': (65.3, 35.0), 'LW': (55.0, 15.0), 'ST': (48.0, 39.5), 'RW': (56.2, 65.2)}}",18.0,"(52.1, 50.1)",52.1,50.1,0.0,miss
,"{'home': {'GK': (3.1, 41.2), 'LCB': (30.0, 40.0), 'RCB': (30.0, 40.0), 'LB': (35.0, 15.0), 'RB': (22.2, 54.1), 'LCM': (35.6, 40.6), 'RCM': (39.6, 49.2), 'CDM': (37.8, 44.5), 'LW': (65.0, 15.0), 'ST': (72.1, 38.9), 'RW': (61.4, 69.5)}, 'away': {'GK': (115.0, 40.0), 'LCB': (100.1, 37.3), 'RCB': (89.0, 40.0), 'LB': (80.9, 14.5), 'RB': (72.4, 59.3), 'LCM': (47.6, 47.2), 'RCM': (41.0, 41.2), 'CDM': (52.7, 37.2), 'LW': (55.0, 15.0), 'ST': (50.0, 40.0), 'RW': (55.0, 65.0)}}",22.0,"(72.1, 38.9)",72.1,38.9,0.0,goal
,"{'home': {'GK': (5.0, 40.0), 'LCB': (30.0, 40.0), 'RCB': (28.9, 41.6), 'LB': (26.5, 30.5), 'RB': (31.1, 60.4), 'LCM': (42.0, 43.3), 'RCM': (40.6, 46.1), 'CDM': (37.3, 42.3), 'LW': (65.2, 13.3), 'ST': (69.8, 35.2), 'RW': (60.9, 58.9)}, 'away': {'GK': (115.0, 40.0), 'LCB': (98.6, 39.1), 'RCB': (90.0, 39.1), 'LB': (77.8, 19.8), 'RB': (71.7, 56.5), 'LCM': (45.0, 40.0), 'RCM': (45.0, 40.0), 'CDM': (52.2, 43.8), 'LW': (55.0, 15.0), 'ST': (50.0, 40.0), 'RW': (55.0, 65.0)}}",31.0,"(69.8, 35.2)",69.8,35.2,0.0,miss
,"{'home': {'GK': (5.0, 40.0), 'LCB': (25.0, 34.9), 'RCB': (24.8, 45.3), 'LB': (22.5, 15.1), 'RB': (21.7, 65.3), 'LCM': (44.3, 30.6), 'RCM': (43.3, 44.0), 'CDM': (41.3, 37.0), 'LW': (74.5, 18.8), 'ST': (73.2, 39.5), 'RW': (70.0, 65.0)}, 'away': {'GK': (115.0, 40.0), 'LCB': (94.7, 34.4), 'RCB': (101.8, 43.7), 'LB': (97.8, 14.5), 'RB': (97.9, 65.1), 'LCM': (73.5, 26.7), 'RCM': (75.1, 48.2), 'CDM': (79.5, 36.3), 'LW': (55.0, 15.0), 'ST': (47.2, 40.1), 'RW': (55.0, 65.0)}}",1.0,"(74.5, 18.8)",74.5,18.8,0.19,miss
,"{'home': {'GK': (6.4, 40.0), 'LCB': (30.6, 39.8), 'RCB': (30.0, 39.8), 'LB': (15.3, 41.8), 'RB': (14.7, 42.2), 'LCM': (22.4, 36.3), 'RCM': (15.6, 39.8), 'CDM': (15.8, 40.3), 'LW': (65.0, 15.0), 'ST': (70.0, 40.0), 'RW': (63.5, 67.0)}, 'away': {'GK': (115.0, 40.0), 'LCB': (90.0, 40.0), 'RCB': (90.0, 40.0), 'LB': (85.0, 15.0), 'RB': (85.1, 64.9), 'LCM': (61.0, 37.9), 'RCM': (56.7, 33.5), 'CDM': (48.8, 40.4), 'LW': (54.5, 19.3), 'ST': (48.4, 40.6), 'RW': (55.7, 66.6)}}",33.0,"(48.4, 40.6)",48.4,40.6,0.0,miss
,"{'home': {'GK': (5.0, 40.0), 'LCB': (25.0, 39.8), 'RCB': (20.0, 50.0), 'LB': (45.7, 39.2), 'RB': (28.6, 57.1), 'LCM': (60.3, 45.7), 'RCM': (62.0, 54.0), 'CDM': (65.2, 49.0), 'LW': (50.0, 15.0), 'ST': (55.2, 44.1), 'RW': (50.0, 65.0)}, 'away': {'GK': (115.0, 40.0), 'LCB': (102.4, 38.3), 'RCB': (94.3, 56.7), 'LB': (70.3, 33.7), 'RB': (67.0, 52.5), 'LCM': (50.6, 44.9), 'RCM': (56.9, 41.5), 'CDM': (48.7, 47.6), 'LW': (37.9, 16.5), 'ST': (25.0, 39.3), 'RW': (40.2, 62.0)}}",31.0,"(50.0, 65.0)",50.0,65.0,0.0,miss
,"{'home': {'GK': (5.0, 40.0), 'LCB': (20.0, 30.0), 'RCB': (20.0, 50.0), 'LB': (15.0, 15.0), 'RB': (15.0, 65.0), 'LCM': (43.5, 42.4), 'RCM': (52.3, 54.7), 'CDM': (43.6, 54.3), 'LW': (56.4, 14.7), 'ST': (65.1, 38.5), 'RW': (60.0, 64.7)}, 'away': {'GK': (115.0, 40.0), 'LCB': (104.0, 45.7), 'RCB': (98.7, 47.2), 'LB': (48.3, 41.2), 'RB': (38.1, 50.7), 'LCM': (28.6, 46.2), 'RCM': (30.1, 46.2), 'CDM': (26.9, 46.6), 'LW': (50.0, 15.0), 'ST': (24.7, 39.8), 'RW': (50.0, 65.0)}}",39.0,"(43.5, 42.4)",43.5,42.4,0.51,miss
,"{'home': {'GK': (5.0, 40.0), 'LCB': (27.5, 41.4), 'RCB': (20.0, 41.4), 'LB': (40.6, 40.3), 'RB': (42.7, 41.9), 'LCM': (64.2, 48.7), 'RCM': (58.6, 43.4), 'CDM': (49.4, 42.1), 'LW': (76.6, 18.3), 'ST': (75.7, 38.5), 'RW': (66.6, 57.1)}, 'away': {'GK': (115.0, 40.0), 'LCB': (108.8, 41.4), 'RCB': (100.0, 41.4), 'LB': (57.6, 39.4), 'RB': (54.2, 42.7), 'LCM': (55.5, 41.4), 'RCM': (54.8, 42.0), 'CDM': (55.5, 41.4), 'LW': (40.9, 15.5), 'ST': (20.0, 40.0), 'RW': (44.6, 64.7)}}",11.0,"(75.7, 38.5)",15.8,174.6,0.0,goal
,"{'home': {'GK': (5.0, 40.0), 'LCB': (30.0, 54.7), 'RCB': (20.0, 54.7), 'LB': (38.4, 54.7), 'RB': (38.4, 54.7), 'LCM': (55.6, 57.1), 'RCM': (57.7, 48.5), 'CDM': (43.6, 52.4), 'LW': (70.0, 15.0), 'ST': (77.4, 41.8), 'RW': (70.0, 65.0)}, 'away': {'GK': (115.0, 40.0), 'LCB': (100.8, 55.1), 'RCB': (92.0, 54.5), 'LB': (48.4, 54.7), 'RB': (48.4, 54.7), 'LCM': (50.0, 50.9), 'RCM': (58.1, 46.3), 'CDM': (51.2, 52.3), 'LW': (50.0, 15.0), 'ST': (20.0, 40.0), 'RW': (50.0, 65.0)}}",21.0,"(70.0, 65.0)",26.9,111.8,0.0,goal
,"{'home': {'GK': (5.0, 40.0), 'LCB': (22.8, 31.8), 'RCB': (14.2, 35.2), 'LB': (11.6, 37.9), 'RB': (13.1, 34.8), 'LCM': (27.3, 39.0), 'RCM': (32.3, 42.1), 'CDM': (17.9, 33.6), 'LW': (70.0, 15.0), 'ST': (72.4, 39.6), 'RW': (70.0, 65.0)}, 'away': {'GK': (115.0, 40.0), 'LCB': (110.0, 31.5), 'RCB': (100.5, 31.8), 'LB': (30.6, 36.3), 'RB': (22.5, 35.2), 'LCM': (35.8, 36.6), 'RCM': (34.2, 33.1), 'CDM': (43.9, 35.2), 'LW': (44.8, 24.5), 'ST': (21.8, 44.3), 'RW': (55.2, 63.5)}}",32.0,"(44.8, 24.5)",21.7,45.6,0.0,goal
,"{'home': {'GK': (5.0, 40.0), 'LCB': (20.0, 30.0), 'RCB': (20.0, 50.0), 'LB': (15.0, 15.0), 'RB': (15.0, 65.0), 'LCM': (39.4, 30.5), 'RCM': (39.9, 50.2), 'CDM': (35.4, 40.1), 'LW': (61.8, 14.5), 'ST': (71.6, 40.8), 'RW': (62.3, 64.5)}, 'away': {'GK': (115.0, 40.0), 'LCB': (100.0, 30.0), 'RCB': (100.0, 50.0), 'LB': (105.0, 15.0), 'RB': (105.0, 65.0), 'LCM': (78.8, 29.9), 'RCM': (76.9, 50.1), 'CDM': (85.0, 40.0), 'LW': (40.0, 15.0), 'ST': (30.0, 40.0), 'RW': (40.0, 65.0)}}",3.0,"(71.6, 40.8)",11.6,176.1,0.0,goal
,"{'home': {'GK': (5.0, 40.0), 'LCB': (20.0, 30.0), 'RCB': (20.0, 50.0), 'LB': (15.0, 15.0), 'RB': (15.0, 65.0), 'LCM': (40.0, 30.0), 'RCM': (40.0, 50.0), 'CDM': (35.0, 40.0), 'LW': (66.2, 15.2), 'ST': (78.1, 39.5), 'RW': (66.7, 64.5)}, 'away': {'GK': (115.0, 40.0), 'LCB': (100.0, 30.0), 'RCB': (100.0, 50.0), 'LB': (105.0, 15.0), 'RB': (105.0, 65.0), 'LCM': (85.0, 30.0), 'RCM': (85.0, 50.0), 'CDM': (90.0, 40.0), 'LW': (51.1, 15.1), 'ST': (41.2, 40.4), 'RW': (51.9, 65.0)}}",26.0,"(51.1, 15.1)",26.4,70.3,0.0,goal
,"{'home': {'GK': (5.0, 40.0), 'LCB': (20.0, 30.0), 'RCB': (20.0, 50.0), 'LB': (15.0, 15.0), 'RB': (15.0, 65.0), 'LCM': (40.0, 30.0), 'RCM': (40.0, 50.0), 'CDM': (35.0, 40.0), 'LW': (60.0, 15.0), 'ST': (71.8, 39.8), 'RW': (60.0, 64.5)}, 'away': {'GK': (115.0, 40.0), 'LCB': (100.0, 30.0), 'RCB': (100.0, 50.0), 'LB': (105.0, 15.0), 'RB': (105.0, 65.0), 'LCM': (85.0, 30.0), 'RCM': (85.0, 50.0), 'CDM': (90.0, 40.0), 'LW': (45.6, 14.8), 'ST': (35.8, 39.6), 'RW': (46.9, 64.4)}}",29.0,"(46.9, 64.4)",27.7,61.8,0.0,goal
,"{'home': {'GK': (5.0, 40.0), 'LCB': (20.0, 30.0), 'RCB': (20.0, 50.0), 'LB': (15.0, 15.0), 'RB': (15.0, 65.0), 'LCM': (40.7, 30.3), 'RCM': (39.5, 50.2), 'CDM': (34.9, 39.6), 'LW': (63.0, 14.3), 'ST': (73.0, 40.5), 'RW': (64.4, 64.7)}, 'away': {'GK': (115.0, 40.0), 'LCB': (100.0, 30.0), 'RCB': (100.0, 50.0), 'LB': (105.0, 15.0), 'RB': (105.0, 65.0), 'LCM': (77.3, 29.6), 'RCM': (78.1, 50.4), 'CDM': (85.0, 40.0), 'LW': (40.0, 15.0), 'ST': (30.0, 40.0), 'RW': (40.0, 65.0)}}",3.0,"(73.0, 40.5)",13.0,177.8,0.0,goal
,"{'home': {'GK': (5.0, 40.0), 'LCB': (20.0, 30.0), 'RCB': (20.0, 50.0), 'LB': (15.0, 15.0), 'RB': (15.0, 65.0), 'LCM': (34.5, 29.6), 'RCM': (33.8, 50.3), 'CDM': (27.9, 39.6), 'LW': (52.8, 14.7), 'ST': (62.3, 40.3), 'RW': (54.7, 65.1)}, 'away': {'GK': (115.0, 40.0), 'LCB': (100.0, 30.0), 'RCB': (100.0, 50.0), 'LB': (105.0, 15.0), 'RB': (105.0, 65.0), 'LCM': (85.0, 30.0), 'RCM': (85.0, 50.0), 'CDM': (90.0, 40.0), 'LW': (45.0, 15.0), 'ST': (35.0, 40.0), 'RW': (45.0, 65.0)}}",5.0,"(115.0, 40.0)",55.0,180.0,0.0,goal
,"{'home': {'GK': (5.0, 40.0), 'LCB': (20.0, 30.0), 'RCB': (20.0, 50.0), 'LB': (15.0, 15.0), 'RB': (15.0, 65.0), 'LCM': (30.0, 30.0), 'RCM': (30.0, 50.0), 'CDM': (25.0, 40.0), 'LW': (46.7, 15.3), 'ST': (50.0, 40.0), 'RW': (50.1, 65.4)}, 'away': {'GK': (115.0, 40.0), 'LCB': (100.0, 30.0), 'RCB': (100.0, 50.0), 'LB': (105.0, 15.0), 'RB': (105.0, 65.0), 'LCM': (85.0, 30.0), 'RCM': (85.0, 50.0), 'CDM': (90.0, 40.0), 'LW': (45.0, 15.0), 'ST': (35.0, 40.0), 'RW': (45.0, 65.0)}}",13.0,"(100.0, 50.0)",41.2,166.0,0.0,goal
,"{'home': {'GK': (5.0, 40.0), 'LCB': (20.0, 30.0), 'RCB': (20.0, 50.0), 'LB': (15.0, 15.0), 'RB': (15.0, 65.0), 'LCM': (34.0, 30.3), 'RCM': (33.6, 49.9), 'CDM': (28.2, 40.4), 'LW': (53.7, 14.5), 'ST': (57.7, 40.2), 'RW': (55.4, 64.6)}, 'away': {'GK': (115.0, 40.0), 'LCB': (100.0, 30.0), 'RCB': (100.0, 50.0), 'LB': (105.0, 15.0), 'RB': (105.0, 65.0), 'LCM': (85.0, 30.0), 'RCM': (85.0, 50.0), 'CDM': (90.0, 40.0), 'LW': (45.0, 15.0), 'ST': (35.0, 40.0), 'RW': (45.0, 65.0)}}",16.0,"(115.0, 40.0)",55.0,180.0,0.0,goal
,"{'home': {'GK': (5.0, 40.0), 'LCB': (20.0, 30.0), 'RCB': (20.0, 50.0), 'LB': (15.0, 15.0), 'RB': (15.0, 65.0), 'LCM': (45.0, 30.0), 'RCM': (45.0, 50.0), 'CDM': (40.0, 40.0), 'LW': (72.9, 14.3), 'ST': (79.4, 39.4), 'RW': (70.0, 64.6)}, 'away': {'GK': (115.0, 40.0), 'LCB': (100.0, 30.0), 'RCB': (100.0, 50.0), 'LB': (105.0, 15.0), 'RB': (105.0, 65.0), 'LCM': (80.0, 30.0), 'RCM': (80.0, 50.0), 'CDM': (85.0, 40.0), 'LW': (60.0, 15.0), 'ST': (50.0, 40.0), 'RW': (60.0, 65.0)}}",19.0,"(79.4, 39.4)",19.4,178.1,0.5,goal
,"{'home': {'GK': (5.0, 40.0), 'LCB': (20.0, 30.0), 'RCB': (20.0, 50.0), 'LB': (15.0, 15.0), 'RB': (15.0, 65.0), 'LCM': (39.9, 29.7), 'RCM': (38.8, 50.5), 'CDM': (33.3, 39.5), 'LW': (79.3, 14.8), 'ST': (88.9, 39.5), 'RW': (74.2, 64.6)}, 'away': {'GK': (115.0, 40.0), 'LCB': (100.0, 30.0), 'RCB': (100.0, 50.0), 'LB': (105.0, 15.0), 'RB': (105.0, 65.0), 'LCM': (85.0, 30.0), 'RCM': (85.0, 50.0), 'CDM': (90.0, 40.0), 'LW': (51.7, 15.0), 'ST': (44.7, 39.9), 'RW': (54.7, 64.8)}}",30.0,"(85.0, 30.0)",26.9,158.2,0.0,goal
,"{'home': {'GK': (5.0, 40.0), 'LCB': (20.0, 30.0), 'RCB': (20.0, 50.0), 'LB': (15.0, 15.0), 'RB': (15.0, 65.0), 'LCM': (45.0, 30.0), 'RCM': (45.0, 50.0), 'CDM': (40.0, 40.0), 'LW': (85.1, 15.2), 'ST': (94.9, 40.1), 'RW': (78.8, 65.1)}, 'away': {'GK': (115.0, 40.0), 'LCB': (100.0, 30.0), 'RCB': (100.0, 50.0), 'LB': (105.0, 15.0), 'RB': (105.0, 65.0), 'LCM': (80.0, 30.0), 'RCM': (80.0, 50.0), 'CDM': (83.6, 40.0), 'LW': (59.1, 14.6), 'ST': (50.0, 40.0), 'RW': (59.4, 65.2)}}",31.0,"(45.0, 30.0)",18.0,33.7,0.0,goal
,"{'home': {'GK': (5.0, 40.0), 'LCB': (20.0, 30.0), 'RCB': (20.0, 50.0), 'LB': (15.0, 15.0), 'RB': (15.0, 65.0), 'LCM': (40.0, 30.0), 'RCM': (40.0, 50.0), 'CDM': (35.0, 40.0), 'LW': (72.8, 14.5), 'ST': (83.7, 40.5), 'RW': (70.0, 65.2)}, 'away': {'GK': (115.0, 40.0), 'LCB': (100.0, 30.0), 'RCB': (100.0, 50.0), 'LB': (105.0, 15.0), 'RB': (105.0, 65.0), 'LCM': (85.0, 30.0), 'RCM': (85.0, 50.0), 'CDM': (90.0, 40.0), 'LW': (45.0, 15.0), 'ST': (40.0, 40.1), 'RW': (48.9, 64.9)}}",33.0,"(40.0, 40.1)",20.0,0.3,0.51,goal
,"{'home': {'GK': (5.0, 40.0), 'LCB': (20.0, 30.0), 'RCB': (20.0, 50.0), 'LB': (15.0, 15.0), 'RB': (15.0, 65.0), 'LCM': (30.0, 30.0), 'RCM': (30.0, 50.0), 'CDM': (25.0, 40.0), 'LW': (61.2, 15.3), 'ST': (73.2, 39.9), 'RW': (60.9, 64.9)}, 'away': {'GK': (115.0, 40.0), 'LCB': (100.0, 30.0), 'RCB': (100.0, 50.0), 'LB': (105.0, 15.0), 'RB': (105.0, 65.0), 'LCM': (85.0, 30.0), 'RCM': (85.0, 50.0), 'CDM': (90.0, 40.0), 'LW': (45.0, 15.0), 'ST': (35.0, 40.0), 'RW': (45.0, 65.0)}}",39.0,"(85.0, 30.0)",26.9,158.2,0.0,goal
shot,"{'home': {'GK': (5, 40), 'LCB': (np.float64(22.961855361955287), np.float64(39.254166971291134)), 'RCB': (np.float64(12.961855361955287), 40), 'LB': (np.float64(28.687851640870296), np.float64(27.132257938575506)), 'RB': (np.float64(30.81296258781333), np.float64(45.55224455315807)), 'LCM': (45, 40), 'RCM': (np.float64(55.43035010396231), np.float64(40.596039866206624)), 'CDM': (np.float64(49.703431201512025), np.float64(41.76576464367458)), 'LW': (70, 15), 'ST': (80, 40), 'RW': (70, 65)}, 'away': {'GK': (115, 40), 'LCB': (np.float64(104.10846062980038), np.float64(38.30604415866423)), 'RCB': (np.float64(94.10846062980038), 40), 'LB': (np.float64(80.24155211842803), np.float64(23.548861704625473)), 'RB': (np.float64(77.77813113544879), np.float64(50.72054068097049)), 'LCM': (np.float64(63.612047595304794), np.float64(38.016202380960685)), 'RCM': (np.float64(69.44865638387604), np.float64(35.53408289410757)), 'CDM': (np.float64(66.31828626360563), np.float64(40.002901529051094)), 'LW': (np.float64(43.43863788287751), np.float64(15.154710980121534)), 'ST': (np.float64(33.622760304959854), np.float64(42.66715533775599)), 'RW': (np.float64(42.471294607451625), np.float64(64.677600209933))}}",4,"(np.float64(77.77813113544879), np.float64(50.72054068097049))",20.76034535265627,148.90924870475175,0,goal
shot,"{'home': {'GK': (5, 40), 'LCB': (10, np.float64(34.6732874971095)), 'RCB': (20, np.float64(34.6732874971095)), 'LB': (np.float64(35.036860642737025), np.float64(34.6732874971095)), 'RB': (np.float64(35.036860642737025), np.float64(34.6732874971095)), 'LCM': (np.float64(73.0269503216165), np.float64(16.04970577547882)), 'RCM': (np.float64(70.39913205390043), np.float64(37.467135748784415)), 'CDM': (np.float64(66.6054808592875), np.float64(40.82711704648427)), 'LW': (70.04822994615539, 14.311626734044921), 'ST': (84.7445187561801, 40.60399821024467), 'RW': (70, 65)}, 'away': {'GK': (115, 40), 'LCB': (110, np.float64(34.6732874971095)), 'RCB': (100, np.float64(34.6732874971095)), 'LB': (np.float64(45.036860642737025), np.float64(34.6732874971095)), 'RB': (np.float64(45.036860642737025), np.float64(34.6732874971095)), 'LCM': (np.float64(45.036860642737025), np.float64(34.6732874971095)), 'RCM': (np.float64(45.036860642737025), np.float64(34.6732874971095)), 'CDM': (np.float64(45.036860642737025), np.float64(34.6732874971095)), 'LW': (50, 15), 'ST': (20, 40), 'RW': (50, 65)}}",11,"(np.float64(70.39913205390043), np.float64(37.467135748784415))",10.7031466770079,166.31129049178148,0,goal
shot,"{'home': {'GK': (5, 40), 'LCB': (20, 40), 'RCB': (np.float64(19.711889595776544), np.float64(39.98137071086367)), 'LB': (np.float64(31.0185825021184), np.float64(40.1060186940432)), 'RB': (np.float64(31.73573457113811), np.float64(39.60851636314041)), 'LCM': (np.float64(61.831678289305636), np.float64(35.002072438926625)), 'RCM': (np.float64(65.41913191226249), np.float64(41.46244042859372)), 'CDM': (np.float64(66.99247355524436), np.float64(40.84117924806213)), 'LW': (50, 15), 'ST': (60, 40), 'RW': (50, 65)}, 'away': {'GK': (115, 40), 'LCB': (100, 40), 'RCB': (np.float64(96.4957557870056), np.float64(40.01359585008939)), 'LB': (np.float64(41.828264512073964), np.float64(40.00109920905049)), 'RB': (np.float64(42.93398226814931), np.float64(40.48919874390217)), 'LCM': (np.float64(56.38730410855505), np.float64(41.86196633882555)), 'RCM': (np.float64(58.95676900919841), np.float64(44.46620950003545)), 'CDM': (np.float64(52.60397645872442), np.float64(40.46483381177994)), 'LW': (np.float64(32.01344209201976), np.float64(15.355300663861522)), 'ST': (20, 40), 'RW': (30, 65)}}",17,"(np.float64(66.99247355524436), np.float64(40.84117924806213))",7.042887827316439,173.14040620469774,0.11844800562266755,goal
